slot_id,checkin_timestamp,checkout_timestamp,day_of_week,slot_type,event_type,is_event_day,wait_time_minute
C3,2025-01-05 04:50:00,2025-01-05 07:04:00,Sunday,car,regular,0,5
C2,2025-01-05 05:03:00,2025-01-05 07:25:00,Sunday,car,regular,0,4
B2,2025-01-05 05:33:00,2025-01-05 06:23:00,Sunday,bike,regular,0,5
B1,2025-01-05 05:56:00,2025-01-05 08:26:00,Sunday,bike,regular,0,3
B2,2025-01-05 06:48:00,2025-01-05 08:42:00,Sunday,bike,regular,0,4
B1,2025-01-05 07:36:00,2025-01-05 08:16:00,Sunday,bike,regular,0,4
B2,2025-01-05 07:57:00,2025-01-05 10:01:00,Sunday,bike,regular,0,5
B1,2025-01-05 08:59:00,2025-01-05 11:10:00,Sunday,bike,regular,0,6
C1,2025-01-05 09:25:00,2025-01-05 11:36:00,Sunday,car,regular,0,7
A1,2025-01-05 09:47:00,2025-01-05 12:11:00,Sunday,abled,regular,0,9
C3,2025-01-05 10:14:00,2025-01-05 12:56:00,Sunday,car,regular,0,8
C2,2025-01-05 11:08:00,2025-01-05 13:03:00,Sunday,car,regular,0,12
A1,2025-01-05 12:29:00,2025-01-05 15:17:00,Sunday,abled,regular,0,24
C2,2025-01-05 12:39:00,2025-01-05 15:06:00,Sunday,car,regular,0,23
B2,2025-01-05 13:12:00,2025-01-05 15:05:00,Sunday,bike,regular,0,10
C1,2025-01-05 13:25:00,2025-01-05 14:48:00,Sunday,car,regular,0,0
C1,2025-01-05 13:37:00,2025-01-05 14:12:00,Sunday,car,regular,0,4
B1,2025-01-05 14:03:00,2025-01-05 15:47:00,Sunday,bike,regular,0,8
C1,2025-01-05 14:26:00,2025-01-05 16:36:00,Sunday,car,regular,0,5
A1,2025-01-05 15:09:00,2025-01-05 17:30:00,Sunday,abled,regular,0,20
C2,2025-01-05 15:50:00,2025-01-05 18:09:00,Sunday,car,regular,0,16
C1,2025-01-05 16:25:00,2025-01-05 18:58:00,Sunday,car,regular,0,9
C1,2025-01-05 17:17:00,2025-01-05 19:05:00,Sunday,car,regular,0,18
A1,2025-01-05 17:25:00,2025-01-05 19:08:00,Sunday,abled,regular,0,29
B1,2025-01-05 18:07:00,2025-01-05 20:01:00,Sunday,bike,regular,0,11
B2,2025-01-05 18:45:00,2025-01-05 21:34:00,Sunday,bike,regular,0,13
C1,2025-01-05 18:53:00,2025-01-05 19:24:00,Sunday,car,regular,0,5
C2,2025-01-05 19:11:00,2025-01-05 20:21:00,Sunday,car,regular,0,14
C3,2025-01-05 19:18:00,2025-01-05 21:23:00,Sunday,car,regular,0,10
B2,2025-01-05 20:11:00,2025-01-05 22:25:00,Sunday,bike,regular,0,14
C3,2025-01-05 20:52:00,2025-01-05 22:12:00,Sunday,car,regular,0,11
B1,2025-01-05 20:55:00,2025-01-05 22:08:00,Sunday,bike,regular,0,5
C1,2025-01-05 21:05:00,2025-01-05 23:11:00,Sunday,car,regular,0,5
C2,2025-01-05 21:44:00,2025-01-05 22:15:00,Sunday,car,regular,0,1
A1,2025-01-05 21:48:00,2025-01-06 00:04:00,Sunday,abled,regular,0,5
C2,2025-01-05 22:32:00,2025-01-06 00:09:00,Sunday,car,regular,0,3
C1,2025-01-05 22:50:00,2025-01-05 23:43:00,Sunday,car,regular,0,4
C3,2025-01-05 23:03:00,2025-01-05 23:40:00,Sunday,car,regular,0,1
C2,2025-01-05 23:11:00,2025-01-05 23:44:00,Sunday,car,regular,0,1
B1,2025-01-05 23:25:00,2025-01-06 01:28:00,Sunday,bike,regular,0,1
B1,2025-01-05 23:48:00,2025-01-06 01:30:00,Sunday,bike,regular,0,1
B1,2025-01-06 02:01:00,2025-01-06 04:38:00,Monday,bike,festival,1,4
B1,2025-01-06 02:55:00,2025-01-06 03:52:00,Monday,bike,festival,1,3
A1,2025-01-06 03:21:00,2025-01-06 04:05:00,Monday,abled,festival,1,4
B2,2025-01-06 03:39:00,2025-01-06 06:10:00,Monday,bike,festival,1,5
C1,2025-01-06 06:23:00,2025-01-06 07:20:00,Monday,car,festival,1,8
C3,2025-01-06 06:30:00,2025-01-06 07:25:00,Monday,car,festival,1,10
B2,2025-01-06 07:37:00,2025-01-06 10:02:00,Monday,bike,festival,1,18
A1,2025-01-06 08:07:00,2025-01-06 09:51:00,Monday,abled,festival,1,14
B1,2025-01-06 11:09:00,2025-01-06 13:46:00,Monday,bike,festival,1,17
B1,2025-01-06 11:15:00,2025-01-06 12:19:00,Monday,bike,festival,1,25
C3,2025-01-06 11:16:00,2025-01-06 12:55:00,Monday,car,festival,1,16
B2,2025-01-06 12:17:00,2025-01-06 14:42:00,Monday,bike,festival,1,15
A1,2025-01-06 12:31:00,2025-01-06 13:59:00,Monday,abled,festival,1,24
A1,2025-01-06 15:02:00,2025-01-06 16:26:00,Monday,abled,festival,1,30
C1,2025-01-06 15:06:00,2025-01-06 17:44:00,Monday,car,festival,1,21
C1,2025-01-06 15:57:00,2025-01-06 18:15:00,Monday,car,festival,1,29
C2,2025-01-06 16:39:00,2025-01-06 17:20:00,Monday,car,festival,1,90
A1,2025-01-06 16:41:00,2025-01-06 19:17:00,Monday,abled,festival,1,16
B2,2025-01-06 16:44:00,2025-01-06 17:40:00,Monday,bike,festival,1,49
C1,2025-01-06 17:18:00,2025-01-06 18:00:00,Monday,car,festival,1,26
C3,2025-01-06 19:08:00,2025-01-06 20:01:00,Monday,car,festival,1,24
B2,2025-01-06 19:30:00,2025-01-06 21:21:00,Monday,bike,festival,1,8
B1,2025-01-06 22:11:00,2025-01-06 22:56:00,Monday,bike,festival,1,11
C1,2025-01-06 22:44:00,2025-01-07 01:26:00,Monday,car,festival,1,1
C1,2025-01-06 23:09:00,2025-01-07 00:27:00,Monday,car,festival,1,5
A1,2025-01-06 23:23:00,2025-01-07 02:03:00,Monday,abled,festival,1,3
B2,2025-01-06 23:33:00,2025-01-07 00:31:00,Monday,bike,festival,1,4
C2,2025-01-06 23:33:00,2025-01-07 02:19:00,Monday,car,festival,1,0
C3,2025-01-07 01:57:00,2025-01-07 03:40:00,Tuesday,car,festival,1,2
B2,2025-01-07 02:11:00,2025-01-07 04:45:00,Tuesday,bike,festival,1,4
A1,2025-01-07 02:34:00,2025-01-07 03:58:00,Tuesday,abled,festival,1,6
A1,2025-01-07 02:37:00,2025-01-07 03:24:00,Tuesday,abled,regular,0,5
C2,2025-01-07 03:02:00,2025-01-07 05:21:00,Tuesday,car,festival,1,3
B1,2025-01-07 03:16:00,2025-01-07 04:12:00,Tuesday,bike,festival,1,5
C1,2025-01-07 03:33:00,2025-01-07 05:27:00,Tuesday,car,festival,1,7
B2,2025-01-07 03:47:00,2025-01-07 04:17:00,Tuesday,bike,regular,0,3
C3,2025-01-07 04:01:00,2025-01-07 06:00:00,Tuesday,car,festival,1,2
B2,2025-01-07 04:18:00,2025-01-07 06:10:00,Tuesday,bike,festival,1,5
A1,2025-01-07 04:31:00,2025-01-07 06:30:00,Tuesday,abled,festival,1,3
C1,2025-01-07 05:53:00,2025-01-07 07:47:00,Tuesday,car,regular,0,0
C3,2025-01-07 06:07:00,2025-01-07 07:45:00,Tuesday,car,regular,0,5
B1,2025-01-07 06:12:00,2025-01-07 08:26:00,Tuesday,bike,regular,0,4
C1,2025-01-07 06:29:00,2025-01-07 08:14:00,Tuesday,car,regular,0,6
A1,2025-01-07 06:53:00,2025-01-07 08:01:00,Tuesday,abled,regular,0,2
C2,2025-01-07 07:10:00,2025-01-07 09:00:00,Tuesday,car,regular,0,3
B2,2025-01-07 07:18:00,2025-01-07 09:44:00,Tuesday,bike,regular,0,4
C3,2025-01-07 07:56:00,2025-01-07 10:12:00,Tuesday,car,regular,0,7
B1,2025-01-07 08:00:00,2025-01-07 10:23:00,Tuesday,bike,regular,0,6
C1,2025-01-07 08:15:00,2025-01-07 10:34:00,Tuesday,car,regular,0,8
C2,2025-01-07 08:19:00,2025-01-07 09:09:00,Tuesday,car,regular,0,3
A1,2025-01-07 08:26:00,2025-01-07 10:20:00,Tuesday,abled,regular,0,3
B1,2025-01-07 08:55:00,2025-01-07 11:03:00,Tuesday,bike,regular,0,0
B2,2025-01-07 09:03:00,2025-01-07 11:15:00,Tuesday,bike,regular,0,5
C2,2025-01-07 09:14:00,2025-01-07 11:50:00,Tuesday,car,regular,0,9
B1,2025-01-07 09:27:00,2025-01-07 10:33:00,Tuesday,bike,regular,0,2
C3,2025-01-07 09:40:00,2025-01-07 11:01:00,Tuesday,car,regular,0,4
B2,2025-01-07 10:01:00,2025-01-07 11:04:00,Tuesday,bike,regular,0,1
C1,2025-01-07 10:02:00,2025-01-07 11:55:00,Tuesday,car,regular,0,6
C1,2025-01-07 10:12:00,2025-01-07 12:27:00,Tuesday,car,regular,0,0
A1,2025-01-07 10:19:00,2025-01-07 12:34:00,Tuesday,abled,regular,0,3
B2,2025-01-07 10:31:00,2025-01-07 12:50:00,Tuesday,bike,regular,0,7
B1,2025-01-07 11:26:00,2025-01-07 14:12:00,Tuesday,bike,regular,0,2
B2,2025-01-07 11:36:00,2025-01-07 13:47:00,Tuesday,bike,regular,0,5
C3,2025-01-07 11:46:00,2025-01-07 13:48:00,Tuesday,car,regular,0,0
B2,2025-01-07 12:02:00,2025-01-07 13:06:00,Tuesday,bike,regular,0,2
A1,2025-01-07 13:44:00,2025-01-07 15:54:00,Tuesday,abled,regular,0,5
B2,2025-01-07 13:51:00,2025-01-07 16:27:00,Tuesday,bike,regular,0,2
B1,2025-01-07 14:31:00,2025-01-07 16:14:00,Tuesday,bike,regular,0,0
B1,2025-01-07 17:10:00,2025-01-07 19:08:00,Tuesday,bike,regular,0,6
C3,2025-01-07 18:24:00,2025-01-07 19:00:00,Tuesday,car,regular,0,21
B2,2025-01-07 19:47:00,2025-01-07 20:42:00,Tuesday,bike,regular,0,6
B2,2025-01-07 21:33:00,2025-01-07 22:36:00,Tuesday,bike,regular,0,4
C2,2025-01-07 21:42:00,2025-01-07 23:51:00,Tuesday,car,regular,0,3
A1,2025-01-07 21:59:00,2025-01-07 23:59:00,Tuesday,abled,regular,0,3
C2,2025-01-08 00:34:00,2025-01-08 02:00:00,Wednesday,car,salesday,1,3
C1,2025-01-08 00:41:00,2025-01-08 01:52:00,Wednesday,car,salesday,1,2
B2,2025-01-08 00:43:00,2025-01-08 01:17:00,Wednesday,bike,salesday,1,1
A1,2025-01-08 01:10:00,2025-01-08 03:57:00,Wednesday,abled,salesday,1,1
C3,2025-01-08 04:15:00,2025-01-08 05:30:00,Wednesday,car,salesday,1,1
C1,2025-01-08 06:15:00,2025-01-08 07:30:00,Wednesday,car,salesday,1,2
B2,2025-01-08 07:00:00,2025-01-08 08:20:00,Wednesday,bike,salesday,1,3
C3,2025-01-08 08:30:00,2025-01-08 10:45:00,Wednesday,car,salesday,1,5
C1,2025-01-08 09:00:00,2025-01-08 11:15:00,Wednesday,car,salesday,1,6
B1,2025-01-08 09:30:00,2025-01-08 11:00:00,Wednesday,bike,salesday,1,4
B2,2025-01-08 10:00:00,2025-01-08 12:00:00,Wednesday,bike,salesday,1,6
A1,2025-01-08 10:15:00,2025-01-08 12:45:00,Wednesday,abled,salesday,1,7
C3,2025-01-08 11:00:00,2025-01-08 13:00:00,Wednesday,car,salesday,1,8
C2,2025-01-08 11:30:00,2025-01-08 13:15:00,Wednesday,car,salesday,1,9
C1,2025-01-08 12:00:00,2025-01-08 13:30:00,Wednesday,car,salesday,1,10
B2,2025-01-08 12:30:00,2025-01-08 14:30:00,Wednesday,bike,salesday,1,8
B1,2025-01-08 13:00:00,2025-01-08 15:00:00,Wednesday,bike,salesday,1,9
C2,2025-01-08 13:30:00,2025-01-08 15:15:00,Wednesday,car,salesday,1,11
A1,2025-01-08 14:00:00,2025-01-08 16:30:00,Wednesday,abled,salesday,1,12
C1,2025-01-08 14:15:00,2025-01-08 16:00:00,Wednesday,car,salesday,1,13
C3,2025-01-08 15:00:00,2025-01-08 17:15:00,Wednesday,car,salesday,1,14
B1,2025-01-08 15:30:00,2025-01-08 17:00:00,Wednesday,bike,salesday,1,10
B2,2025-01-08 16:00:00,2025-01-08 18:00:00,Wednesday,bike,salesday,1,11
C2,2025-01-08 16:30:00,2025-01-08 18:15:00,Wednesday,car,salesday,1,13
A1,2025-01-08 17:00:00,2025-01-08 19:30:00,Wednesday,abled,salesday,1,14
C1,2025-01-08 17:30:00,2025-01-08 19:00:00,Wednesday,car,salesday,1,15
C3,2025-01-08 18:00:00,2025-01-08 20:00:00,Wednesday,car,salesday,1,16
B1,2025-01-08 18:30:00,2025-01-08 20:00:00,Wednesday,bike,salesday,1,12
B2,2025-01-08 19:00:00,2025-01-08 21:00:00,Wednesday,bike,salesday,1,17
C2,2025-01-08 19:30:00,2025-01-08 21:00:00,Wednesday,car,salesday,1,18
A1,2025-01-08 20:00:00,2025-01-08 22:00:00,Wednesday,abled,salesday,1,19
C1,2025-01-08 20:30:00,2025-01-08 22:30:00,Wednesday,car,salesday,1,20
C3,2025-01-08 21:00:00,2025-01-08 23:00:00,Wednesday,car,salesday,1,21
B1,2025-01-08 21:30:00,2025-01-08 23:15:00,Wednesday,bike,salesday,1,22
B2,2025-01-08 22:00:00,2025-01-08 23:59:00,Wednesday,bike,salesday,1,23
C2,2025-01-08 23:00:00,2025-01-09 00:30:00,Wednesday,car,salesday,1,12
A1,2025-01-08 23:30:00,2025-01-09 01:00:00,Wednesday,abled,salesday,1,6
C3,2025-01-09 00:00:00,2025-01-09 01:30:00,Thursday,car,salesday,1,4
A1,2025-01-09 00:05:00,2025-01-09 01:08:00,Thursday,abled,regular,0,5
C3,2025-01-09 03:01:00,2025-01-09 05:00:00,Thursday,car,regular,0,5
C1,2025-01-09 03:11:00,2025-01-09 05:59:00,Thursday,car,regular,0,4
B2,2025-01-09 03:36:00,2025-01-09 05:13:00,Thursday,bike,regular,0,5
B1,2025-01-09 03:54:00,2025-01-09 05:09:00,Thursday,bike,regular,0,4
B2,2025-01-09 04:21:00,2025-01-09 05:42:00,Thursday,bike,regular,0,0
B2,2025-01-09 05:37:00,2025-01-09 07:40:00,Thursday,bike,regular,0,3
C3,2025-01-09 05:57:00,2025-01-09 07:22:00,Thursday,car,regular,0,1
B1,2025-01-09 06:28:00,2025-01-09 08:26:00,Thursday,bike,regular,0,5
B1,2025-01-09 09:02:00,2025-01-09 11:07:00,Thursday,bike,regular,0,2
B2,2025-01-09 09:07:00,2025-01-09 10:04:00,Thursday,bike,regular,0,2
C3,2025-01-09 09:25:00,2025-01-09 10:25:00,Thursday,car,regular,0,2
C1,2025-01-09 11:40:00,2025-01-09 13:59:00,Thursday,car,regular,0,5
A1,2025-01-09 12:41:00,2025-01-09 13:54:00,Thursday,abled,regular,0,4
A1,2025-01-09 13:46:00,2025-01-09 16:44:00,Thursday,abled,regular,0,4
A1,2025-01-09 14:26:00,2025-01-09 15:42:00,Thursday,abled,regular,0,4
B1,2025-01-09 14:39:00,2025-01-09 16:42:00,Thursday,bike,regular,0,3
B1,2025-01-09 14:59:00,2025-01-09 17:41:00,Thursday,bike,regular,0,4
C3,2025-01-09 16:36:00,2025-01-09 19:24:00,Thursday,car,regular,0,3
B1,2025-01-09 16:49:00,2025-01-09 19:07:00,Thursday,bike,regular,0,5
B2,2025-01-09 17:06:00,2025-01-09 18:29:00,Thursday,bike,regular,0,26
B1,2025-01-09 18:40:00,2025-01-09 19:42:00,Thursday,bike,regular,0,29
C3,2025-01-09 20:21:00,2025-01-09 23:11:00,Thursday,car,regular,0,7
B2,2025-01-09 21:30:00,2025-01-09 23:16:00,Thursday,bike,regular,0,4
B2,2025-01-09 22:33:00,2025-01-10 01:21:00,Thursday,bike,regular,0,0
C1,2025-01-09 23:05:00,2025-01-10 00:55:00,Thursday,car,regular,0,1
B1,2025-01-09 23:28:00,2025-01-10 00:43:00,Thursday,bike,regular,0,4
C1,2025-01-09 23:54:00,2025-01-10 02:20:00,Thursday,car,regular,0,1
B2,2025-01-10 00:22:00,2025-01-10 01:14:00,Friday,bike,regular,0,4
B1,2025-01-10 01:51:00,2025-01-10 03:27:00,Friday,bike,regular,0,4
B2,2025-01-10 02:18:00,2025-01-10 03:22:00,Friday,bike,regular,0,2
B1,2025-01-10 02:54:00,2025-01-10 03:45:00,Friday,bike,regular,0,0
C3,2025-01-10 03:49:00,2025-01-10 05:31:00,Friday,car,regular,0,3
B2,2025-01-10 04:24:00,2025-01-10 06:45:00,Friday,bike,regular,0,3
C3,2025-01-10 05:32:00,2025-01-10 06:56:00,Friday,car,regular,0,4
C2,2025-01-10 06:12:00,2025-01-10 07:25:00,Friday,car,regular,0,1
C3,2025-01-10 06:53:00,2025-01-10 08:22:00,Friday,car,regular,0,3
B1,2025-01-10 07:58:00,2025-01-10 09:06:00,Friday,bike,regular,0,1
B1,2025-01-10 08:37:00,2025-01-10 11:24:00,Friday,bike,regular,0,2
A1,2025-01-10 09:07:00,2025-01-10 10:02:00,Friday,abled,regular,0,4
C3,2025-01-10 09:28:00,2025-01-10 11:53:00,Friday,car,regular,0,0
C1,2025-01-10 09:45:00,2025-01-10 10:23:00,Friday,car,regular,0,2
C2,2025-01-10 10:02:00,2025-01-10 11:36:00,Friday,car,regular,0,4
C3,2025-01-10 10:06:00,2025-01-10 12:33:00,Friday,car,regular,0,0
C3,2025-01-10 10:25:00,2025-01-10 13:25:00,Friday,car,regular,0,4
B1,2025-01-10 10:32:00,2025-01-10 13:07:00,Friday,bike,regular,0,2
B1,2025-01-10 10:50:00,2025-01-10 13:40:00,Friday,bike,regular,0,1
B1,2025-01-10 10:54:00,2025-01-10 12:46:00,Friday,bike,regular,0,2
B1,2025-01-10 11:04:00,2025-01-10 13:54:00,Friday,bike,regular,0,0
A1,2025-01-10 11:25:00,2025-01-10 12:57:00,Friday,abled,regular,0,2
B2,2025-01-10 11:47:00,2025-01-10 13:33:00,Friday,bike,regular,0,1
A1,2025-01-10 11:58:00,2025-01-10 13:28:00,Friday,abled,regular,0,5
C1,2025-01-10 12:04:00,2025-01-10 14:21:00,Friday,car,regular,0,2
B1,2025-01-10 12:07:00,2025-01-10 12:57:00,Friday,bike,regular,0,2
A1,2025-01-10 13:13:00,2025-01-10 16:12:00,Friday,abled,regular,0,1
A1,2025-01-10 14:19:00,2025-01-10 16:55:00,Friday,abled,regular,0,3
B1,2025-01-10 15:03:00,2025-01-10 17:02:00,Friday,bike,regular,0,0
A1,2025-01-10 16:03:00,2025-01-10 17:45:00,Friday,abled,regular,0,1
C2,2025-01-10 16:55:00,2025-01-10 17:43:00,Friday,car,regular,0,5
A1,2025-01-10 17:19:00,2025-01-10 18:59:00,Friday,abled,regular,0,25
C2,2025-01-10 17:25:00,2025-01-10 18:04:00,Friday,car,regular,0,16
B1,2025-01-10 18:50:00,2025-01-10 19:28:00,Friday,bike,regular,0,9
C3,2025-01-10 18:50:00,2025-01-10 19:25:00,Friday,car,regular,0,7
C3,2025-01-10 19:09:00,2025-01-10 20:07:00,Friday,car,regular,0,9
B2,2025-01-10 19:24:00,2025-01-10 21:43:00,Friday,bike,regular,0,7
B2,2025-01-10 21:12:00,2025-01-10 23:12:00,Friday,bike,regular,0,0
C2,2025-01-10 21:19:00,2025-01-10 22:30:00,Friday,car,regular,0,5
A1,2025-01-10 21:20:00,2025-01-10 23:51:00,Friday,abled,regular,0,2
C3,2025-01-10 22:34:00,2025-01-11 00:11:00,Friday,car,regular,0,2
C1,2025-01-10 22:39:00,2025-01-11 01:20:00,Friday,car,regular,0,5
C1,2025-01-10 22:50:00,2025-01-11 01:39:00,Friday,car,regular,0,4
C2,2025-01-11 00:07:00,2025-01-11 02:21:00,Saturday,car,regular,0,1
B1,2025-01-11 00:26:00,2025-01-11 01:29:00,Saturday,bike,regular,0,5
C1,2025-01-11 00:34:00,2025-01-11 02:25:00,Saturday,car,regular,0,2
B2,2025-01-11 00:41:00,2025-01-11 02:19:00,Saturday,bike,regular,0,2
A1,2025-01-11 01:07:00,2025-01-11 03:13:00,Saturday,abled,regular,0,3
C2,2025-01-11 03:28:00,2025-01-11 04:15:00,Saturday,car,regular,0,2
B2,2025-01-11 04:05:00,2025-01-11 06:35:00,Saturday,bike,regular,0,1
C3,2025-01-11 04:51:00,2025-01-11 06:39:00,Saturday,car,regular,0,5
A1,2025-01-11 05:06:00,2025-01-11 06:02:00,Saturday,abled,regular,0,2
B1,2025-01-11 05:06:00,2025-01-11 06:46:00,Saturday,bike,regular,0,2
C2,2025-01-11 05:59:00,2025-01-11 08:35:00,Saturday,car,regular,0,4
C3,2025-01-11 06:11:00,2025-01-11 08:59:00,Saturday,car,regular,0,3
B1,2025-01-11 06:55:00,2025-01-11 08:30:00,Saturday,bike,regular,0,3
B2,2025-01-11 08:03:00,2025-01-11 09:42:00,Saturday,bike,regular,0,0
C1,2025-01-11 08:42:00,2025-01-11 11:42:00,Saturday,car,regular,0,4
B1,2025-01-11 09:26:00,2025-01-11 10:10:00,Saturday,bike,regular,0,0
B1,2025-01-11 09:36:00,2025-01-11 12:20:00,Saturday,bike,regular,0,3
C3,2025-01-11 10:01:00,2025-01-11 12:15:00,Saturday,car,regular,0,20
A1,2025-01-11 10:19:00,2025-01-11 12:16:00,Saturday,abled,regular,0,8
B2,2025-01-11 10:27:00,2025-01-11 12:41:00,Saturday,bike,regular,0,24
A1,2025-01-11 11:55:00,2025-01-11 14:41:00,Saturday,abled,regular,0,25
A1,2025-01-11 12:15:00,2025-01-11 15:14:00,Saturday,abled,regular,0,30
B1,2025-01-11 13:24:00,2025-01-11 16:08:00,Saturday,bike,regular,0,5
B2,2025-01-11 13:38:00,2025-01-11 14:23:00,Saturday,bike,regular,0,1
B1,2025-01-11 14:10:00,2025-01-11 15:35:00,Saturday,bike,regular,0,4
C1,2025-01-11 15:03:00,2025-01-11 17:14:00,Saturday,car,regular,0,0
A1,2025-01-11 16:53:00,2025-01-11 19:01:00,Saturday,abled,regular,0,2
A1,2025-01-11 16:58:00,2025-01-11 18:41:00,Saturday,abled,regular,0,2
C2,2025-01-11 17:10:00,2025-01-11 19:18:00,Saturday,car,regular,0,6
C1,2025-01-11 17:15:00,2025-01-11 19:17:00,Saturday,car,regular,0,24
C1,2025-01-11 17:48:00,2025-01-11 19:27:00,Saturday,car,regular,0,10
B2,2025-01-11 17:53:00,2025-01-11 18:26:00,Saturday,bike,regular,0,20
A1,2025-01-11 17:56:00,2025-01-11 19:40:00,Saturday,abled,regular,0,10
C1,2025-01-11 19:15:00,2025-01-11 20:10:00,Saturday,car,regular,0,12
C1,2025-01-11 19:54:00,2025-01-11 22:04:00,Saturday,car,regular,0,25
C1,2025-01-11 20:05:00,2025-01-11 20:46:00,Saturday,car,regular,0,29
C3,2025-01-11 20:22:00,2025-01-11 20:57:00,Saturday,car,regular,0,11
C1,2025-01-11 20:32:00,2025-01-11 22:42:00,Saturday,car,regular,0,29
C1,2025-01-11 20:37:00,2025-01-11 23:20:00,Saturday,car,regular,0,10
B2,2025-01-11 20:37:00,2025-01-11 22:38:00,Saturday,bike,regular,0,24
C2,2025-01-11 20:43:00,2025-01-11 21:47:00,Saturday,car,regular,0,16
C1,2025-01-11 21:01:00,2025-01-11 23:56:00,Saturday,car,regular,0,5
C1,2025-01-11 23:02:00,2025-01-12 01:18:00,Saturday,car,regular,0,2
C1,2025-01-11 23:22:00,2025-01-12 02:15:00,Saturday,car,regular,0,1
C2,2025-01-11 23:29:00,2025-01-12 01:32:00,Saturday,car,regular,0,5
A1,2025-01-11 23:44:00,2025-01-12 01:15:00,Saturday,abled,regular,0,1
C3,2025-01-12 01:25:00,2025-01-12 02:17:00,Sunday,car,regular,0,2
C2,2025-01-12 02:21:00,2025-01-12 04:54:00,Sunday,car,regular,0,0
B1,2025-01-12 04:03:00,2025-01-12 04:41:00,Sunday,bike,regular,0,0
A1,2025-01-12 04:13:00,2025-01-12 05:36:00,Sunday,abled,regular,0,1
C2,2025-01-12 04:37:00,2025-01-12 06:09:00,Sunday,car,regular,0,5
B2,2025-01-12 07:16:00,2025-01-12 08:19:00,Sunday,bike,regular,0,2
B1,2025-01-12 08:09:00,2025-01-12 08:46:00,Sunday,bike,regular,0,2
C1,2025-01-12 09:48:00,2025-01-12 10:43:00,Sunday,car,regular,0,4
C2,2025-01-12 10:24:00,2025-01-12 11:18:00,Sunday,car,regular,0,29
B1,2025-01-12 11:44:00,2025-01-12 13:38:00,Sunday,bike,regular,0,18
A1,2025-01-12 12:35:00,2025-01-12 13:06:00,Sunday,abled,regular,0,7
C3,2025-01-12 13:22:00,2025-01-12 15:14:00,Sunday,car,regular,0,4
C1,2025-01-12 13:37:00,2025-01-12 15:08:00,Sunday,car,regular,0,3
B1,2025-01-12 15:18:00,2025-01-12 16:26:00,Sunday,bike,regular,0,1
C2,2025-01-12 17:14:00,2025-01-12 17:52:00,Sunday,car,regular,0,29
B2,2025-01-12 19:34:00,2025-01-12 21:57:00,Sunday,bike,regular,0,19
C3,2025-01-12 19:57:00,2025-01-12 22:11:00,Sunday,car,regular,0,15
A1,2025-01-12 20:26:00,2025-01-12 21:00:00,Sunday,abled,regular,0,6
C3,2025-01-12 21:19:00,2025-01-12 22:18:00,Sunday,car,regular,0,0
A1,2025-01-12 21:43:00,2025-01-13 00:26:00,Sunday,abled,regular,0,2
C3,2025-01-12 22:49:00,2025-01-13 00:56:00,Sunday,car,regular,0,4
C2,2025-01-13 00:38:00,2025-01-13 01:58:00,Monday,car,regular,0,2
B1,2025-01-13 00:52:00,2025-01-13 02:31:00,Monday,bike,regular,0,5
C2,2025-01-13 01:15:00,2025-01-13 04:06:00,Monday,car,regular,0,2
B2,2025-01-13 01:17:00,2025-01-13 02:36:00,Monday,bike,regular,0,2
C2,2025-01-13 02:28:00,2025-01-13 03:53:00,Monday,car,regular,0,1
A1,2025-01-13 02:37:00,2025-01-13 04:31:00,Monday,abled,regular,0,2
C1,2025-01-13 03:26:00,2025-01-13 04:06:00,Monday,car,regular,0,2
C3,2025-01-13 04:38:00,2025-01-13 06:11:00,Monday,car,regular,0,2
A1,2025-01-13 04:42:00,2025-01-13 06:28:00,Monday,abled,regular,0,0
B2,2025-01-13 04:45:00,2025-01-13 07:19:00,Monday,bike,regular,0,4
B2,2025-01-13 04:45:00,2025-01-13 06:47:00,Monday,bike,regular,0,3
C3,2025-01-13 05:02:00,2025-01-13 07:58:00,Monday,car,regular,0,0
C2,2025-01-13 05:33:00,2025-01-13 08:02:00,Monday,car,regular,0,2
B2,2025-01-13 05:35:00,2025-01-13 06:56:00,Monday,bike,regular,0,1
B2,2025-01-13 05:52:00,2025-01-13 07:32:00,Monday,bike,regular,0,3
C2,2025-01-13 05:58:00,2025-01-13 06:42:00,Monday,car,regular,0,2
C3,2025-01-13 06:49:00,2025-01-13 08:41:00,Monday,car,regular,0,0
C1,2025-01-13 07:01:00,2025-01-13 07:51:00,Monday,car,regular,0,5
A1,2025-01-13 07:51:00,2025-01-13 08:45:00,Monday,abled,regular,0,0
C2,2025-01-13 08:31:00,2025-01-13 11:20:00,Monday,car,regular,0,3
C1,2025-01-13 09:39:00,2025-01-13 11:43:00,Monday,car,regular,0,4
C3,2025-01-13 10:41:00,2025-01-13 13:26:00,Monday,car,regular,0,2
C3,2025-01-13 12:48:00,2025-01-13 13:57:00,Monday,car,regular,0,3
B1,2025-01-13 12:57:00,2025-01-13 15:16:00,Monday,bike,regular,0,2
C2,2025-01-13 12:59:00,2025-01-13 13:54:00,Monday,car,regular,0,5
B1,2025-01-13 13:13:00,2025-01-13 14:43:00,Monday,bike,regular,0,5
C3,2025-01-13 13:25:00,2025-01-13 15:53:00,Monday,car,regular,0,5
C3,2025-01-13 13:49:00,2025-01-13 15:14:00,Monday,car,regular,0,0
